ID,Gaussian,Gamma,ROT2,ROT1,RTLLR,DPMM,GMM
101572,0.032833886,0.029502706,0.015078072,0.012383323,0.002107791,0.002497535,0.001214264
100147,0.022209892,0.022069464,0.01743129,0.016641494,0.003602523,0.006003966,0.002888895
100137,0.037428613,0.032862447,0.015624525,0.012133001,0.00181543,0.002412426,0.00163181
101753,0.040933781,0.037515003,0.013029219,0.00956327,0.002549362,0.003030566,0.001367649
101527,0.035874987,0.024311088,0.007121605,0.004901484,0.002606695,0.003575181,0.001371609
101403,0.007968821,0.00485794,0.002976327,0.00269831,0.001084775,0.003196722,0.001152315
100238,0.009621838,0.004507679,0.003218187,0.002976513,0.001427508,0.003788559,0.001212552
100800,0.013500303,0.010511456,0.004578818,0.003674602,0.001237637,0.004532778,0.001237002
100650,0.009457188,0.006207449,0.004584783,0.004107625,0.001518459,0.003236626,0.001226415
101519,0.020234393,0.017574319,0.011852553,0.009871535,0.002698764,0.005361025,0.001353993
101583,0.010851427,0.004755043,0.003509574,0.002937472,0.001864738,0.002475876,0.001405806
101266,0.008202726,0.003626393,0.003077597,0.002993908,0.00193635,0.002610831,0.001467197
100014,0.017429934,0.016674262,0.012930013,0.012516622,0.002470082,0.005149051,0.002774478
101342,0.005913913,0.001889024,0.00153801,0.001448504,0.001424851,0.002185107,0.001388549
100991,0.049203225,0.043235585,0.017832431,0.012673802,0.0029647,0.003135585,0.001364537
101642,0.027181705,0.015893377,0.012573377,0.010690328,0.002719675,0.00405603,0.002089143
100858,0.007647294,0.006472737,0.003951071,0.003279738,0.001935096,0.004092282,0.001196716
100764,0.055374526,0.056135988,0.01995484,0.015736548,0.003144387,0.004086416,0.001627469
100951,0.006335534,0.003672005,0.002763443,0.002646844,0.002692542,0.002379104,0.001419492
100779,0.026404462,0.040849978,0.018548097,0.016061119,0.004201698,0.005679419,0.00255263
101767,0.012339668,0.009990932,0.007377466,0.007126876,0.001458441,0.002375384,0.002140183
101371,0.00484686,0.003134915,0.001935901,0.001951716,0.002197603,0.002244426,0.001570156
100252,0.000179443,0.000214061,0.000216525,0.000225714,0.000211276,0.015005615,0.017014621
101763,0.034496305,0.017534231,0.020776995,0.019078235,0.012027409,0.005384452,0.006344426
100028,0.008789659,0.005439878,0.002816631,0.002613966,0.001095441,0.001970093,0.001251835
101008,0.02141278,0.022110896,0.009866587,0.007495093,0.002878903,0.003207888,0.001286143
100350,0.026311775,0.01927425,0.007253665,0.005510688,0.002437537,0.002505522,0.001742168
100097,0.005778294,0.003869688,0.001484827,0.001406509,0.001365365,0.001467007,0.001157359
101272,0.023052477,0.016542365,0.016984463,0.015023116,0.008017267,0.01356754,0.012304279
100593,0.012373857,0.011738148,0.007495214,0.006545659,0.005734427,0.008196781,0.002606696
100179,0.036090152,0.021538223,0.023023505,0.019673278,0.014701916,0.005410949,0.003389104
101620,0.018541652,0.021455287,0.013937472,0.012937031,0.002259564,0.001906362,0.001287979
101566,0.009969187,0.008798433,0.006437521,0.006119169,0.002178881,0.00641747,0.001180878
101667,0.012857119,0.01036462,0.004828641,0.004399668,0.001106677,0.004184967,0.001286399
100242,0.003815199,0.001900574,0.001679292,0.001518238,0.000915454,0.003645041,0.001045962
101041,0.006602379,0.006928178,0.003936805,0.003510084,0.00239644,0.003856602,0.001446076
100377,0.009704532,0.006411669,0.003305087,0.002780885,0.001255126,0.00302397,0.001555278
101630,0.015688708,0.014023304,0.006503407,0.005774435,0.004572061,0.005248194,0.001035961
100151,0.01700807,0.016752549,0.011503811,0.009640237,0.001694352,0.002740169,0.001030164
101512,0.003797011,0.003820994,0.002721681,0.002393188,0.000880923,0.003454294,0.001052232
101465,0.007255902,0.005106369,0.002196236,0.002054822,0.00175571,0.002729783,0.001827432
101082,0.050598838,0.045267424,0.014114402,0.010340444,0.002692049,0.002734471,0.001116253
101313,0.053606997,0.040001152,0.025660619,0.020457149,0.006430642,0.003772181,0.000984481
101712,0.00613611,0.003996298,0.001584038,0.001382895,0.001165297,0.00219033,0.001277462
100616,0.053066194,0.029526695,0.036688702,0.03254049,0.008277795,0.005934466,0.003388228
100437,0.06322001,0.048893774,0.018990079,0.012546793,0.002969474,0.005317299,0.001565572
100313,0.041139774,0.040195614,0.018769625,0.014148054,0.002621506,0.002666122,0.001457523
100371,0.027181871,0.025015048,0.015277648,0.013179522,0.002568523,0.003835044,0.001330564
101187,0.027693783,0.026988097,0.013676524,0.011275833,0.001334636,0.00206055,0.001001999
101593,0.004715766,0.002399726,0.001956134,0.001828116,0.001835343,0.004158501,0.000890666
100665,0.004080668,0.004056433,0.002813762,0.002548122,0.00054658,0.001355934,0.001360865
101152,0.029363149,0.027490441,0.006899126,0.00466846,0.002141585,0.003412603,0.001747269
100425,0.036628096,0.028507875,0.017821575,0.016233538,0.003723258,0.009002635,0.00182142
101493,0.007305946,0.003720003,0.005212448,0.004853463,0.001040311,0.002651199,0.001595253
100010,0.018311449,0.014537397,0.009594244,0.008325482,0.002101051,0.004568522,0.001712463
100756,0.036920501,0.033825431,0.014843864,0.010319842,0.004199422,0.007045921,0.001103728
100303,0.024184069,0.013779554,0.011757731,0.00913634,0.003094527,0.002727406,0.001473297
101585,0.006440668,0.003590927,0.00280493,0.002627625,0.001150076,0.004055284,0.001097436
100087,0.003539445,0.002479626,0.00153826,0.001282006,0.00039417,0.002166942,0.000975475
100380,0.033400364,0.027724745,0.023125023,0.021551966,0.006392686,0.003293256,0.001235266
101320,0.007285623,0.004745625,0.004278623,0.004123795,0.00311758,0.017679376,0.002966172
100908,0.00709224,0.004800317,0.003212085,0.002785165,0.001048612,0.002895635,0.001053278
101283,5.85E-05,7.23E-05,6.32E-05,6.47E-05,7.39E-05,0.006054475,0.007023888
101108,0.007946084,0.007117298,0.006561043,0.006243336,0.007263655,0.009120956,0.009552758
100586,0.04509286,0.045998766,0.012143137,0.008943035,0.00297765,0.002741295,0.001468948
100444,0.008654146,0.006328754,0.004610048,0.00415363,0.001347207,0.00231418,0.00106472
100375,0.002981823,0.001508028,0.001368668,0.001338004,0.001262495,0.00164888,0.001092606
100854,0.013919373,0.01443137,0.011037074,0.010354775,0.001355836,0.002807403,0.001136688
101611,0.0094272,0.005947765,0.003530959,0.003120059,0.002868277,0.00287211,0.001781677
100635,0.091811513,0.091906758,0.059185717,0.052069321,0.015580249,0.008312777,0.001824462
100597,0.067073266,0.046372332,0.036094009,0.030399385,0.004218909,0.001978197,0.001677507
100198,0.008736135,0.007719051,0.00578983,0.00532588,0.001006838,0.001577592,0.001299871
101391,0.148953488,0.102447515,0.060708324,0.045285904,0.010003504,0.004201539,0.001022565
100658,0.008466099,0.007199163,0.004973177,0.003815369,0.001779984,0.007028553,0.001339606
